plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Tomato- Red Fig,Solanum lycopersicum,vegetable,"Semi-determinate, compact habit; Red pear shaped fruits; Great for drying",70 days,70cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,"Semi-determinate, compact habit; High yielding; Excellent flavour","**Currant Tomato**: Synonyms: _Lycopersicon esculentum_; Semi-determinate variety with a compact habit. This well-known heirloom tomato from the 1800's produces an abundance of small pear-shaped red fruits that ripen quickly. Popular uses include preserving, chutneys, drying, snacking, and salads or pizza.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Red Fig_Solanum lycopersicum/Tomato- Red Fig_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Saint Pierre,Solanum lycopersicum,vegetable,Climbing (indeterminate); French Heirloom variety; Drought tolerant,90 days,60cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,High yielding,"**French Red Tomato**: Synonyms: _Lycopersicon esculentum_; Climbing (indeterminate) variety. This French heirloom tomato produces medium sized round red tomatoes with a good sweet flavor and soft thick smooth flesh. It's great for slicing, sauce, and preserving, and requires very little water.",Drought tolerant; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Saint Pierre_Solanum lycopersicum/Tomato- Saint Pierre_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Sunrise Bumblebee,Solanum lycopersicum,vegetable,Climbing (indeterminate) growth; Yellow cherry tomato streaked with red inside and out; Sweet fruity flavour,65-75 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after last frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,Sweet fruity flavour; High yielding,"**Yellow Pear Tomato**: Synonyms: _Lycopersicon esculentum_; Cherry tomato. This cherry tomato has yellow, jewel-like fruit streaked with red both inside and out. Sweet fruity flavoured tomatoes ripen mid-season and hold well on the vine, making them a great choice for cooler climates.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Sunrise Bumblebee_Solanum lycopersicum/Tomato- Sunrise Bumblebee_Solanum lycopersicum_1.jpg; Tomato- Sunrise Bumblebee_Solanum lycopersicum/Tomato- Sunrise Bumblebee_Solanum lycopersicum_2.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Sweet Marbles,Solanum lycopersicum,vegetable,Climbing (indeterminate); Early season variety; Vigorous disease resistant plants,65 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,,"**Early Florida Tomato**: Synonyms: _Lycopersicon esculentum_; Climbing (Indeterminate). This early season variety reaches maturity in just 65 days, producing an abundance of round red sweet flavoured tomatoes that are smaller in size than cherry tomatoes. Perfect for snacking, salads, or kids' lunchboxes.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Sweet Marbles_Solanum lycopersicum/Tomato- Sweet Marbles_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Sweetie,Solanum lycopersicum,vegetable,Climbing (indeterminate); Very sweet sugary flavour; Small red cherry tomatoes,70 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,,". **Red Cherry Tomato**: Synonyms: _Lycopersicon esculentum_; Climbing. These very small red cherry type fruits have exceptionally sugary sweet flavor and form in clusters. Great eaten whole in salads or by itself, they're also ideal for jams, juices, and preserves.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Sweetie_Solanum lycopersicum/Tomato- Sweetie_Solanum lycopersicum_1.jpg; Tomato- Sweetie_Solanum lycopersicum/Tomato- Sweetie_Solanum lycopersicum_2.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Swift,Solanum lycopersicum,vegetable,Bush (determinate); Early maturing,55 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,High yielding; Sweet; Sweet flavour,"**Red Cherry Tomato** (_Lycopersicon esculentum_): A bush (determinate) variety that produces an abundance of medium-sized, round red tomatoes early in the season. This Canadian heirloom is perfect for backyards, cool climates, and pots or containers.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Swift_Solanum lycopersicum/Tomato- Swift_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Tatura Dwarf,Solanum lycopersicum,vegetable,Bush (determinate); Great for canning & sauce; Good for pots or containers,80 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,Sweet; Sweet flavour,"**Albion Tomato** (_Lycopersicon esculentum_): A compact bush plant that yields light red, medium-sized tomatoes with a mild flavor and smooth skin. Great for preserving, canning, and making sauces, this variety was developed in Victoria and is ideal for small spaces.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Tatura Dwarf_Solanum lycopersicum/Tomato- Tatura Dwarf_Solanum lycopersicum_1.jpg; Tomato- Tatura Dwarf_Solanum lycopersicum/Tomato- Tatura Dwarf_Solanum lycopersicum_2.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Tiny Tim,Solanum lycopersicum,vegetable,Bush (Determinate); Dwarf tomato variety; Great for pots and patios,70 days,35cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,High yielding; Sweet,"**Dwarf Bush Cherry Tomato** (_Lycopersicon esculentum_): This dwarf tomato produces large crops of small cherry red fruits on very compact bushes. Perfect for small gardens, hanging baskets, patios, pots & window boxes, these juicy tomatoes are great for eating fresh or adding to salads.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Tiny Tim_Solanum lycopersicum/Tomato- Tiny Tim_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- White Beauty,Solanum lycopersicum,vegetable,"Climbing (indeterminate); Creamy-white fruit, inside and out; Meaty flesh with few seeds",80 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,High yielding; Sweet,"**White Beauty Tomato** (_Lycopersicon esculentum_): A unique variety that produces creamy-white colored fruit with a mild and sweet flavor, similar to citrus. Ideal for slicing and adding a decorative touch to vegetable platters and salads, this heirloom can even be used to make a creamy white sauce.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- White Beauty_Solanum lycopersicum/Tomato- White Beauty_Solanum lycopersicum_1.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tomato- Yellow Russian Azoychka,Solanum lycopersicum,vegetable,"Climbing (indeterminate) growth; Large, yellow, beefsteak type; Sweet, rich flavour with citrus undertones",65-75 days,50cm,5mm,"Full sun, moist well drained soil",Spring and early summer (or after last frost),5-10 days @ 21-27°C,Sow direct or raise seedlings,Frost tender Annual,"Sweet, rich flavour with citrus undertones; Excellent flavour; Sweet","**Russian Giant Tomato** (_Lycopersicon esculentum_): A large beefsteak type tomato with lemon-yellow, flattened globe-like fruit. Flavour is sweet and rich with citrus undertones. Heavy cropping with up to 50 fruits possible per plant, this indeterminate growth variety was introduced to Australia in 2012 by Margot White of Royal Tasmania Botanical Gardens.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tomato- Yellow Russian Azoychka_Solanum lycopersicum/Tomato- Yellow Russian Azoychka_Solanum lycopersicum_1.jpg; Tomato- Yellow Russian Azoychka_Solanum lycopersicum/Tomato- Yellow Russian Azoychka_Solanum lycopersicum_2.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July","March, April, May, June, July, August, September"
Tree Spinach,Chenopodium giganteum,vegetable,Edible leaves & seeds; Attractive foliage,45 days,80cm,5mm,"Part of full sun, moist well drained soil",Spring and summer,21-30 days @ 15-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Liquorice flavour; Heat tolerant and disease resistant,"**Chenopodium album (Lamb's Lettuce)**: A multi-branched shrub with fine hairy leaves that start out magenta and mature to green. Leaves can be harvested and eaten cooked like spinach/silverbeet, while seeds can be cooked like quinoa or dried and ground into flour for baking.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Tree Spinach_Chenopodium giganteum/Tree Spinach_Chenopodium giganteum_1.jpg,"September, October, November",,,,
